id,name
307,Gomphonema acuminatum
308,Gomphosphaeria aponina
309,Gomphosphaeria lacustris
310,Gomphosphaeria pusilla
311,Gomphonema sp.
312,Gomphosphaeria sp.
313,Goniodoma ostenfeldii
314,Goniodoma sp.
315,Gonyaulax catenata
316,Gonyaulax diacantha
317,Gonyaulax diegensis
318,Gonyaulax digitalis
319,Gonyaulax excavata
320,Gonyaulax grindleyi
321,Gonyaulax polyedra
322,Lingulodinium polyedrum
323,Gonyaulax scrippsae
324,Gonyaulax spinifera
325,Gonyaulax triacantha
326,Gonyaulax verior
327,Gonyaulax sp.
328,Grammatophora sp.
329,Guinardia flaccida
330,Guinardia sp.
331,Gyrodinium spirale/britannicum
332,Gymnodinium/Gyrodinium sp.
333,Gymnodinium excavatum
334,Gymnodinium lohmannii
335,Gymnodinium sanguineum
336,Gymnodinium simplex
337,Gymnodinium splendens
338,Gymnodinium vestificii
339,Gymnodinium sp.
340,Gyrodinium/Katodinium sp.
341,Gyrosigma acuminatum
342,Gyrosigma attenuatum
343,Gyrodinium aureolum
344,Gyrodinium britannicum
345,Gyrodinium calyptoglyphe
346,Gyrodinium dominans
347,Gyrosigma fasciola
348,Gyrodinium fusiforme
349,Gyrodinium fusus
350,Gyrodinium galatheanum
351,Gyrodinium glaucum
352,Gyrodinium lachryma
353,Gyrodinium spirale
354,Gyrodinium sp.
355,Gyrosigma sp.
356,Gyrosigma sp./Pleurosigma sp.
357,Halosphaerales
358,Halosphaera sp.
359,Helgolandinium subglobosum
360,Helgolandinium sp.
361,Helicotheca tamesis
362,Heterosigma akashiwo
363,Heterosigma carterae
364,Heterocapsa minima
365,Heterocapsa triquetra
366,Heterocapsa sp.
367,Heterosigma sp.
368,Incertae cedis
369,Katodinium rotundatum/Heterocapsa minima
370,Katablepharis ovalis
371,Katablepharis sp.
372,Katodinium glaucum
373,Katodinium rotundatum
374,Katodinium sp.
375,Kirchneriella obesa
376,Kirchneriella sp.
377,Koliella spiralis
378,Lagerheimia sp.
379,Lauderia annulata
380,Lauderia borealis
381,Lepidodinium viride
382,Leptocylindrus danicus
383,Leptocylindrus mediterraneus
384,Leptocylindrus minimus
385,Leptocylindrus sp.
386,Leucocryptos marina
387,Leucocryptos remigera
388,Leucocryptos sp.
389,Licmophora sp.
390,Limnothrix redekei
391,Limnothrix sp.
392,Lithodesmium undulatum
393,Lithodesmium sp.
394,Lyngbya aestuarii
395,Lyngbya contorta
396,Lyngbya sp.
397,Mantoniella squamata
398,Melosira moniliformis v. octogona
399,Merismopedia tenuissima/punctata
400,Melosira arctica
401,Melosira granulata
402,Melosira lineata
403,Melosira moniliformis
404,Melosira nummuloides
405,Melosira varians
406,Melosira sp.
407,Meridion circulare
408,Merismopedia elegans
409,Merismopedia glauca
410,Merismopedia punctata
411,Merismopedia tenuissima
412,Merismopedia warmingiana
413,Merismopedia sp.
414,Mesoporos perforatus
415,Mesodinium rubrum
416,Meringosphaera mediterranea
417,Microcystis aeruginosa
418,Micracanthodinium claytonii
419,Micracanthodinium setiferum
420,Micracanthodinium sp.
421,Microcystis incerta
422,Microcystis litoralis
423,Micromonas pusilla
424,Microcystis reinboldii
425,Microcystis wesenbergii
426,Microcystis sp.
427,Micromonas sp.
428,Miraltia throndsenii
429,Mischococcales
430,Monader
431,Monoraphidium contortum
432,Monosigales
433,Nanoflagellates; unidentified
434,Nanoplankton; unidentified
435,Picoplankton; unidentified
436,Navicula vanhoeffenii
437,Navicula sp.
438,Nematodinium armatum
439,Nephroselmis sp.
440,Nitzschia acicularis/closterium
441,Nitzschia closterium/longissima
442,Nitzschia pungens/seriata
443,Nitzschia acicularis
444,Nitzschia actydrophila
445,Nitzschia actinastroides
446,Nitzschia closterium
447,Nitzschia cylindrus
448,Nitzschia delicatissima
449,Nitzschia heufleriana
450,Nitzschia hybrida
451,Nitzschia longissima
452,Nitzschia palea
453,Nitzschia pungens
454,Nitzschia pseudodelicatissima
455,Nitzschia seriata
456,Nitzschia sigmoidea
457,Nitzschia subcohaerens
458,Nitzschia delicatissima group
459,Nitzschia sp.
460,Nitzschia seriata-group
461,Noctiluca scintillans
462,Noctiluca sp.
463,Nodularia spumigena
464,Nodularia sp.
465,Nostocophyceae
466,Oblea rotunda
467,Ochromonas cosmopolitia
468,Ochromonadales
469,Ochromonas sp.
470,Odontella aurita
471,Odontella granulata
472,Odontella mobiliensis
473,Odontella regia
474,Odontella rhombus
475,Odontella sinensis
476,Odontella sp.
477,Olistodiscus sp.
478,Oocystis pelagica
479,Oocystis solitaria
480,Oocystis sp.
481,Oscillatoria amphibia
482,Oscillatoria limosa
483,Oscillatoria sp.
484,Oxyrrhis marina
485,Oxytoxum sp.
486,Pachysphaera sp.
487,Pachysphaera/Pterosperma sp.
488,Paralia sulcata
489,Paraphysomonas sp.
490,Parvicorbicula socialis
491,Pediastrum boryanum
492,Pediastrum duplex
493,Pediastrum integrum
494,Pediastrum kawraiskyi
495,Pediastrum sp.
496,Pedinomonas sp.
497,Peridiniella catenata
498,Peridinium faeroense
499,Peridiniales
500,Peridinium sp.
501,Phaeocystis pouchetii
502,Phaeodactylum tricornutum
503,Phaeocystis sp.
504,Phaeodactylum sp.
505,Phormidium sp.
506,Pinnularia sp.
507,Plagiogramma brockmannii
508,Plagioselmis prolonga
509,Plagiogramma sp.
510,Planktothrix agardhii
511,Planktonema lauterbornii
512,Planktothrix sp.
513,Pleurosigma strigosum
514,Pleurosigma sp.
515,Podosira hormoides
516,Podosira stelligera
517,Podosira sp.
518,Polykrikos schwartzii
519,Polykrikos sp.
520,Porosira glacialis
521,Protoperidinium leonis/conicum
522,Protoperidinium steinii/pyriforme
523,Prasinophyceae
524,Proboscia alata
525,Proboscia sp.
526,Prorocentrum balticum
527,Prorocentrum compressum
528,Prorocentrum lima
529,Prorocentrum micans
530,Prorocentrum minimum
531,Prorocentrum triestinum
532,Prorocentrales
533,Prorocentrum sp.
534,Protoperidinium achromaticum
535,Protoperidinium bipes
536,Protoperidinium brevipes
537,Protoperidinium breve
538,Protoperidinium conicoides
539,Protoperidinium cerasus
540,Protoperidinium claudicans
541,Protoperidinium crassipes
542,Protoperidinium conicum
543,Protoperidinium curvipes
544,Protoperidinium curtipes
545,Protoperidinium denticulatum
546,Protoperidinium depressum
547,Protoperidinium divergens
548,Protoperidinium excentricum
549,Protoperidinium granii
550,Protoperidinium leonis
551,Protoperidinium marielebourae
552,Protoperidinium minutum
553,Protoperidinium oblongum
554,Protoperidinium oceanicum
555,Protoperidinium ovatum
556,Protoperidinium pallidum
557,Protoperidinium paulsenii
558,Protoperidinium pellucidum
559,Protoperidinium pentagonum
560,Protoperidinium punctulatum
561,Protoperidinium pyriforme
562,Protoperidinium steinii
563,Protoperidinium subinerme
564,Protoperidinium thorianum
565,Protoperidinium conicum-group
566,Protoperidinium sp.
567,Protoceratium reticulatum
568,Prymnesium parvum
569,Prymnesiales
570,Prymnesium sp.
571,Prymnesiophyceae
572,Pseudonitzschia pungens/seriata
573,Pseudonitzschia delicatissima
574,Pseudonitzschia pungens
575,Pseudonitzschia seriata
576,Pseudonitzschia pseudodelicatissima
577,Pseudopedinella pyriformis
578,Pseudopedinella tricostata
579,Pseudoperanema trichophorum
580,Pseudanabaena sp.
581,Pseudopedinella sp.
582,Pseudonitzschia; delicatissima group
583,Pseudonitzschia; seriata group
584,Pseudoscourfieldia sp.
585,Pterosperma sp.
586,Pyramimonas longicauda
587,Pyramimonas sp.
588,Pyramimonas/Tetraselmis sp.
589,Pyrophacus horologicum
590,Rhizosolenia hebetata f. semispina
591,Rhizosolenia hebetata/setigera
592,Rhizosolenia imbricata f. scrubsolei
593,Rhizosolenia alata
594,Rhizosolenia calcar-avis
595,Rhizosolenia delicatula
596,Rhizosolenia indica
597,Rhizosolenia fragilissima
598,Rhizosolenia hebetata
599,Rhizosolenia imbricata
600,Rhizosolenia minima
601,Rhizosolenia phuketensis
602,Rhizosolenia pungens
603,Rhizosolenia robusta
604,Rhizosolenia setigera
605,Rhizosolenia stolterfothii
606,Rhizosolenia styliformis
607,Rhizosolenia sp.
608,Rhodomonas marina
609,Rhodomonas sp.
610,Rhoicosphenia curvata
611,Scenedesmus acutiformis
612,Scenedesmus acuminatus
613,Scenedesmus armatus
614,Scenedesmus opoliensis
615,Scenedesmus quadricauda
616,Scenedesmus spinosus
617,Scenedesmus sp.
618,Schizothrix sp.
619,Schroederella schroederi
620,Schroederella sp.
621,Schroederella/Lauderia sp.
622,Sclerodinium calyptroglyphe
623,Scrippsiella faeroense
624,Scrippsiella trochoidea
625,Scrippsiella group
626,Scrippsiella sp.
627,Skeletonema costatum/subsalsum
628,Skeletonema costatum
629,Skeletonema sp.
630,Skeletonema subsalsum
631,Spirulina major
632,Spirulina subsalsa
633,Spirulina sp.
634,Stellarima sp.
635,Stephanodiscus dubius
636,Stephanodiscus hantzschii
637,Stephanodiscus rotula
638,Stephanopyxis turris
639,Stephanodiscus/Cyclotella sp.
640,Stephanodiscus sp.
641,Stephanopyxis sp.
642,Stephanopyxis hantzschii
643,Stephanodiscus hantzschii/Cyclotella sp.
644,Striatella unipunctata
645,Surirella sp.
646,Synedra acus v. angustissima
647,Synedra acus v. radians
648,Synedra ulna v. capitata
649,Synedra actinastroides
650,Synedra acus
651,Synedra capitata
652,Synedra delicatissima v. angustissima
653,Synedra tabulata
654,Synedra tenuissima
655,Synedra ulna
656,Synechococcus sp.
657,Synedra sp.
658,Tabellaria flocculosa v.asterionelloides
659,Tabellaria binalis
660,Tabellaria fenestrata
661,Tabellaria flocculosa
662,Tabellaria sp.
663,Teleaulax acuta
664,Telonema subtile
665,Telonema sp.
666,Tetraselmis sp.
667,Thalassiosira gravida/fallax
668,Thalassiosira anguste-lineata
669,Thalassiosira angulata
670,Thalassiosira baltica
671,Thalassiosira bramaputrae
672,Thalassiosira condensata
673,Thalassiosira constricta
674,Thalassiosira decipiens
675,Thalassiosira eccentrica
676,Thalassiosira gravida
677,Thalassiosira hyalina
678,Thalassiosira lacustris
679,Thalassiosira leptopus
680,Thalassiosira levanderi
681,Thalassionema nitzschioides
682,Thalassiosira nordenskioeldii
683,Thalassiosira punctigera
684,Thalassiosira rotula
685,Thalassionema sp.
686,Thalassiosira sp.
687,Torodinium robustum
688,Torodinium sp.
689,Triceratium alternans
690,Triceratium favus
691,Unidentified
692,Ultrananoplankton; unidentified
693,Volvocales
694,Warnowia sp.
695,Woronichinia compacta/Coelomoron pusillu
696,Woronichinia/Gomphosphaeria sp.
697,Woronichinia naegeliana
698,Woronichinia sp.
699,Zygabikodinium lenticulatum
700,Zygabikodinium pseudoblea
701,Zygabikodinium sp.
702,Snowella lacustris
703,Microcystis/Aphanothece sp.
704,Gyrodinium crassum
705,Entemoneis alata
706,Entemoneis gigantea
707,Entemoneis paludosa
708,Choanoflagellida
709,Distephanus sp.
710,Dictyochophyceae
711,Oblea sp.
712,Chroomonas marina
713,Chaetoceros lauderi/teres
714,Aulacoseira granulata v. angustissima
715,Hemiselmis virescens
716,Lennoxia sp.
717,Nephroselmis pyriformis
718,Prorocentrum gracile
719,Tetraedron minimum
720,Closterium spp.
721,Microcystis viridis
722,Tetraedron caudatum
723,Staurodesmus spp.
724,Synedra berolinensis
725,Chlorella vulgaris
727,Scenedesmus communis
729,Pentapharsodinium dalei
730,Synura spp.
732,Anabaena circinalis
733,Fragilidium subglobosum
734,Corethron hystrix
735,Pteromonas spp.
736,Anabaena solitaria
737,Chlamydocapsa spp.
738,Cyanodictyon spp.
739,Lemmermanniella spp.
740,Apedinella spp.
741,Monoraphidium spp.
742,Grammatophora marina
743,Coelastrum astroideum
744,Heteromastus filiformis
745,Anaitides mucosa
746,Diplocirrus glaucus
747,Chaetozone setosa
748,Scalibregma inflatum
749,Polyphysia crassa
750,Notomastus latericeus
751,Orbinia kupfferi
752,Pectinaria auricoma
753,Sphaerodorum flavum
754,Pholoe minuta
756,Gyptis rosea
757,Ophiodromus flexuosus
758,Goniada maculata
759,Glycinde nordmanni
760,Eteone longa
761,Glycera alba
762,Nephtys incisa
763,Laonice cirrata
764,Spiophanes kroeyeri
765,Prionospio cirrifera
766,Prionospio malmgreni
767,Caulleriella killariensis
768,Lumbrineris impatiens
769,Sosane gracilis
770,Terebellides stroemi
771,Trichobranchus roseus
772,Ampharete lindstroemi
773,Phyllodocidae indet.
774,Aphrodita aculeata
775,Scolelepis tridentata
776,Paraonis lyra
777,Lysilla loveni
778,Brada villosa
779,Magelona alleni
780,Nephtys hombergii
781,Ophelina modesta
782,Polycirrus sp.
783,Rhodine gracilior
784,Anaitides sp.
785,Synelmis klatti
786,Lumbrineris sp.
787,Nephtys sp.
788,Myriochele sp.
790,Ampharetidae
791,Myriochele oculata
792,Harmothoe antilopes
793,Corbula gibba
794,Thyasira sarsii
795,Thyasira obsoleta
796,Nuculoma tenuis
797,Mysella bidentata
798,Philine scabra
799,Onoba vitrea
800,Nassa pygmea
801,Turritella communis
802,Abra nitida
803,Cylichna alba
804,Thracia convexa
805,Montacuta ferruginosa
806,Montacuta tenella
807,Bivalvia
808,Cultellus pellucidus
809,Venus fasciata
810,Caudofoveata
811,Nudibranchia indet.
812,Diaphana minuta
813,Mysella substriata
814,Nucula sulcata
815,Mya truncata
816,Ophiura affinis
817,Ophiura sp.
818,Cucumaria elongata
819,Labidoplax buskii
820,Brissopsis lyrifera
821,Amphiura filiformis
822,Amphiura chiajei
823,Amphiura sp.
824,Echinocardium cordatum
826,Diastylis lucifera
827,Eudorella emarginata
828,Dyopedos monacanthus
829,Argissa hamatipes
830,Ampelisca macrocephala
831,Eudorella truncatula
832,Westwoodilla hyalina
833,Perioculodes longimanus
834,Ampelisca spinipes
835,Gammaridae
836,Diastylis bradyi
837,Leucothoe lilljeborgi
838,Ampelisca brevicornis
839,Nephrops norvegicus
840,Ebalia tuberosa
841,Porifera indet.
842,Priapulus caudatus
843,Phascolion strombi
844,Pisces
845,Echiurus echiurus
846,Enteropneusta
847,Edwardsiidae
848,Golfingia sp.
849,Turbellaria
850,Callinera buergeri
851,Nemertini
852,Oligochaeta
853,Maldane sarsi
854,Exogone verugera
855,Pista cristata
856,Pectinaria belgica
857,Artacama proboscidea
858,Gyptis sp.
859,Paramphinome jeffreysii
860,Anaitides subulifera
861,Rhodine loveni
862,Melinna cristata
863,Ophelina acuminata
864,Lumbrineris fragilis
865,Exogone hebes
866,Typosyllis variegata
867,Chaetopterus variopedatus
868,Harmothoe longisetis
869,Harmothoe borealis
870,Nephtyidae
871,Gattyana cirrhosa
872,Syllidae
873,Apistobranchus tenuis
874,Eumida bahusiensis
875,Tharyx mcintoshi
876,Pectinaria koreni
877,Sphaerodoridium philippi
878,Fabricia sp.
879,Leda minuta
880,Thyasira ferruginea
881,Thyasira equalis
882,Thyasira sp.
883,Cardium minimum
884,Natica sp.
885,Onoba sp.
886,Ophiura sarsi
887,Paradulichia typica
888,Arrhis phyllonyx
889,Philomedes globosus
890,Leptostylis longimana
891,Leptostylis villosa
892,Monoculodes packardi
893,Harpinia crenulata
894,Harpinia antennaria
895,Dyopedos porrecta
896,Leucon acutirostris
897,Eriopisa elongata
898,Neohela monstrosa
899,Xenodice frauenfeldti
900,Eurycope mutica
901,Calocaris macandreae
902,Brachyura
903,Anomura
904,Megamphopus cornutus
905,Leptognathia filiformis
906,Byblis gaimardi
907,Cheirocratus sundevalli
908,Onchnesoma steenstrupi
909,Virgularia mirabilis
910,Anthozoa
911,Acaulis primarius
912,Proclea graffii
913,Samytha sexcirrata
914,Euclymene affinis
915,Ophryotrocha sp.
916,Jasmineira sp.
917,Trochochaeta multisetosa
918,Prionospio steenstrupi
919,Eumida fusigera
920,Nereimyra sp.
921,Polydora sp.
922,Lanassa venusta
923,Syllides longocirrata
924,Streblosoma bairdi
925,Abra alba
926,Nucula turgida
927,Leda pernula
928,Ophiura albida
929,Lembos longipes
930,Ampelisca sp.
932,Diastylis cornuta
933,Stenothoe monoculoides
934,Sipunculoidea
935,Neoamphitrite affinis
936,Scoloplos armiger
937,Cossura longocirrata
938,Euchone papillosa
939,Nephtys ciliata
940,Pseudopolydora pulchra
941,Amphicteis gunneri
942,Stauronereis furcata
943,Mugga wahrbergi
944,Sabellidae
945,Cingula semistriata
946,Macoma calcarea
947,Chlamys similis
948,Magelona minuta
949,Euclymene praetermissa
950,Terebellidae
951,Rissoa sp.
952,Modiolus sp.
954,Lucinopsis undata
955,Aoridae
956,Ampelisca tenuicornis
957,Onchnesoma sp.
958,Phoronis muelleri
959,Sphaerodoridium minutum
960,Eulalia viridis
961,Harmothoe sarsi
962,Fabricia sabella
963,Arenicola marina
964,Exogone naidina
965,Spio filicornis
966,Capitella capitata
967,Spio sp.
968,Pseudopolydora sp.
969,Philine sp.
970,Mytilus edulis
971,Arctica islandica
972,Tellina fabula
973,Gastropoda
974,Nassa reticulata
975,Astarte sulcata
976,Ophiura texturata
977,Iphinoe trispinosa
978,Pariambus typicus
979,Pherusa plumosa
980,Laonome kroeyeri
981,Nereimyra punctata
982,Gattyana amondseni
983,Chone infundibuliformis
984,Cirratulidae
985,Thyasira flexuosa
986,Lepidopleurus asellus
987,Aporrhais pespelicani
988,Vitreolina incurva
989,Akera bullata
990,Buccinum undatum
991,Echinocyamus pusillus
992,Pagurus bernhardus
993,Corophium bonelli
994,Ascidiella aspersa
995,Phoxichilidiidae
996,Prionospio sp.
997,Glycera sp.
998,Philine aperta
999,Diastylis goodsiri
1000,Corophium affine
1001,Pennatulacea
1002,Ophelina cylindricaudata
1003,Ophelina norvegica
1004,Leanira tetragona
1005,Onuphis quadricuspis
1006,Orbinia norvegica
1007,Lumbrineris gracilis
1008,Amaeana trilobata
1009,Drilonereis filum
1010,Ceratocephale loveni
1012,Samythella vanelli
1013,Glyphanostomum macroglossum
1014,Clymenura borealis
1015,Maldanidae
1016,Taranis moerchi
1017,Kelliella miliaris
1018,Yoldiella lucida
1019,Yoldiella fraterna
1020,Nucula tumidula
1021,Modiolus phaseolinus
1022,Entalina quinquangularis
1023,Cuspidaria obesa
1024,Natica pallida
1025,Chrysallida sp.
1026,Spiochaetopterus sp.
1027,Dentalium sp.
1028,Cylichna sp.
1029,Eulima stenostoma
1030,Arca pectunculoides
1031,Thyasira eumyaria
1032,Amphilepis norvegica
1033,Dulichia tuberculata
1034,Ampelisca pusilla
1035,Themisto abyssorum
1036,Haploops tubicola
1037,Bathymedon saussurei
1038,Apherusa bispinosa
1039,Macrocypris minna
1040,Munnopsis typica
1041,Melphidippa borealis
1043,Tanaidacea
1044,Eurycope cornuta
1045,Diastyloides serrata
1046,Glycera rouxi
1047,Nereis longissima
1048,Harmothoe sp.
1049,Polynoidae indet.
1050,Echinocardium flavescens
1051,Lucina spinifera
1052,Spiophanes bombyx
1053,Gattyana sp.
1054,Anaitides maculata
1055,Ampharete sp.
1056,Chone sp.
1057,Cucumariidae
1058,Lysianassidae
1059,Pseudocuma similis
1060,Hydrozoa indet.
1061,Cerianthus lloydi
1062,Pennatula phosphorea
1063,Cirratulus cirratus
1064,Owenia fusiformis
1065,Onuphis conchylega
1066,Exogone sp.
1067,Melphidippella macra
1068,Musculus niger
1069,Saxicava sp.
1070,Prosobranchia
1071,Stenothoe marina
1072,Ericthonius hunteri
1073,Asterope norvegica
1074,Macropipus depurator
1075,Tryphosites longipes
1076,Pseudocuma longicornis
1077,Leptognathia brevimanus
1078,Desmosoma tenuimanum
1079,Ischyrocerus sp.
1080,Harrimania kupfferi
1081,Dolichomacrostomum sp.
1082,Annelida
1083,Polychaeta
1084,Errantia
1085,Aphroditidae
1086,Aphrodita sp.
1087,Laetmonice filicornis
1088,Harmothoe imbricata
1089,Harmothoe fragilis
1090,Harmothoe lunulata
1091,Harmothoe ljungmani
1092,Harmothoe nodosa
1093,Lagisca sp.
